elapsed_s,timestamp,gateway_id,cpu_pct,cpu_user,cpu_sys,cpu_iowait,mem_total_mb,mem_used_mb,mem_free_mb,mem_used_pct,load_1,load_5,load_15,net_rx_bytes,net_tx_bytes,net_rx_delta,net_tx_delta,cs_cpu_pct,cs_mem_mb,pf_cpu_pct,pf_mem_mb,rx_total,tx_total,rx_delta,tx_delta,rx_crc_ok,rx_crc_error,rx_crc_none,crc_error_rate_pct,rx_dr0,rx_dr1,rx_dr2,rx_dr3,rx_dr4,rx_dr5
10.2,2026-05-17T15:55:23,0016c001f10c2ef6,6.2,1.7,4.5,0.0,7809,703,7106,9.0,0.36,0.37,0.38,387479133,1971333554,3038,11797,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
10.7,2026-05-17T15:55:24,0016c001f10c2ef6,6.2,1.7,4.5,0.0,7809,704,7105,9.0,0.36,0.37,0.38,387482219,1971345351,3086,11797,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
11.1,2026-05-17T15:55:24,0016c001f10c2ef6,5.2,1.7,3.5,0.0,7809,703,7106,9.0,0.36,0.37,0.38,387485305,1971357148,3086,11797,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
11.5,2026-05-17T15:55:25,0016c001f10c2ef6,6.8,2.8,4.0,0.0,7809,703,7106,9.0,0.36,0.37,0.38,387488443,1971368945,3138,11797,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
12.0,2026-05-17T15:55:25,0016c001f10c2ef6,5.2,2.3,2.9,0.0,7809,704,7105,9.0,0.36,0.37,0.38,387491633,1971380742,3190,11797,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
12.4,2026-05-17T15:55:25,0016c001f10c2ef6,5.7,2.3,3.4,0.0,7809,704,7105,9.0,0.36,0.37,0.38,387494771,1971392539,3138,11797,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
12.8,2026-05-17T15:55:26,0016c001f10c2ef6,5.7,2.3,3.4,0.0,7809,704,7105,9.0,0.36,0.37,0.38,387498686,1971404476,3915,11937,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
13.3,2026-05-17T15:55:26,0016c001f10c2ef6,11.1,4.5,6.5,0.0,7809,704,7105,9.0,0.41,0.38,0.39,387501984,1971446854,3298,42378,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
13.7,2026-05-17T15:55:27,0016c001f10c2ef6,8.8,2.9,5.3,0.6,7809,702,7107,9.0,0.41,0.38,0.39,387505174,1971459715,3190,12861,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
14.2,2026-05-17T15:55:27,0016c001f10c2ef6,6.8,2.8,4.0,0.0,7809,702,7107,9.0,0.41,0.38,0.39,387508510,1971473471,3336,13756,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
14.6,2026-05-17T15:55:28,0016c001f10c2ef6,6.2,2.8,3.4,0.0,7809,702,7107,9.0,0.41,0.38,0.39,387511444,1971485268,2934,11797,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
15.1,2026-05-17T15:55:28,0016c001f10c2ef6,4.6,1.1,3.4,0.0,7809,702,7107,9.0,0.41,0.38,0.39,387515940,1971527605,4496,42337,1.2,234.0,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
15.5,2026-05-17T15:55:29,0016c001f10c2ef6,9.1,3.4,5.1,0.6,7809,702,7107,9.0,0.41,0.38,0.39,387519026,1971539402,3086,11797,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
15.9,2026-05-17T15:55:29,0016c001f10c2ef6,6.8,2.3,4.5,0.0,7809,703,7106,9.0,0.41,0.38,0.39,387522216,1971551199,3190,11797,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
16.4,2026-05-17T15:55:29,0016c001f10c2ef6,4.6,1.2,3.5,0.0,7809,702,7107,9.0,0.41,0.38,0.39,387525454,1971562996,3238,11797,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
16.8,2026-05-17T15:55:30,0016c001f10c2ef6,6.8,1.1,5.6,0.0,7809,702,7107,9.0,0.41,0.38,0.39,387528592,1971574793,3138,11797,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
17.2,2026-05-17T15:55:30,0016c001f10c2ef6,8.5,2.3,6.2,0.0,7809,702,7107,9.0,0.41,0.38,0.39,387532507,1971617130,3915,42337,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
17.6,2026-05-17T15:55:31,0016c001f10c2ef6,5.7,2.3,3.4,0.0,7809,702,7107,9.0,0.41,0.38,0.39,387535541,1971628927,3034,11797,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
18.1,2026-05-17T15:55:31,0016c001f10c2ef6,8.4,4.5,3.9,0.0,7809,702,7107,9.0,0.41,0.38,0.39,387538903,1971640802,3362,11875,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
18.6,2026-05-17T15:55:32,0016c001f10c2ef6,8.3,2.6,5.7,0.0,7809,702,7107,9.0,0.38,0.37,0.38,387542145,1971652665,3242,11863,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
19.0,2026-05-17T15:55:32,0016c001f10c2ef6,9.6,3.5,6.1,0.0,7809,702,7107,9.0,0.38,0.37,0.38,387546160,1971695068,4015,42403,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
19.5,2026-05-17T15:55:33,0016c001f10c2ef6,9.5,4.2,5.3,0.0,7809,702,7107,9.0,0.38,0.37,0.38,387549402,1971706931,3242,11863,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
20.0,2026-05-17T15:55:33,0016c001f10c2ef6,16.3,4.2,12.1,0.0,7809,702,7107,9.0,0.38,0.37,0.38,387552644,1971718794,3242,11863,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
20.4,2026-05-17T15:55:34,0016c001f10c2ef6,19.9,2.3,17.0,0.6,7809,702,7107,9.0,0.38,0.37,0.38,387555730,1971730591,3086,11797,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
20.9,2026-05-17T15:55:34,0016c001f10c2ef6,20.0,3.5,16.5,0.0,7809,703,7106,9.0,0.38,0.37,0.38,387558868,1971742388,3138,11797,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
21.3,2026-05-17T15:55:34,0016c001f10c2ef6,20.2,3.5,16.8,0.0,7809,703,7106,9.0,0.38,0.37,0.38,387562731,1971784725,3863,42337,1.2,234.1,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
21.7,2026-05-17T15:55:35,0016c001f10c2ef6,5.8,1.7,4.0,0.0,7809,704,7105,9.0,0.38,0.37,0.38,387565973,1971797205,3242,12480,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
22.2,2026-05-17T15:55:35,0016c001f10c2ef6,9.1,4.0,5.1,0.0,7809,705,7104,9.0,0.38,0.37,0.38,387569291,1971810795,3318,13590,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
22.6,2026-05-17T15:55:36,0016c001f10c2ef6,6.3,2.3,4.0,0.0,7809,705,7104,9.0,0.38,0.37,0.38,387572381,1971822592,3090,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
23.0,2026-05-17T15:55:36,0016c001f10c2ef6,6.3,2.3,4.0,0.0,7809,705,7104,9.0,0.35,0.37,0.38,387576236,1971864929,3855,42337,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
23.5,2026-05-17T15:55:37,0016c001f10c2ef6,7.8,2.2,4.5,1.1,7809,705,7104,9.0,0.35,0.37,0.38,387579482,1971876726,3246,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
23.9,2026-05-17T15:55:37,0016c001f10c2ef6,6.9,2.3,4.6,0.0,7809,705,7104,9.0,0.35,0.37,0.38,387582620,1971888523,3138,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
24.3,2026-05-17T15:55:37,0016c001f10c2ef6,5.8,1.8,4.1,0.0,7809,704,7105,9.0,0.35,0.37,0.38,387585654,1971900320,3034,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
24.7,2026-05-17T15:55:38,0016c001f10c2ef6,6.4,2.3,4.1,0.0,7809,704,7105,9.0,0.35,0.37,0.38,387588892,1971912117,3238,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
25.2,2026-05-17T15:55:38,0016c001f10c2ef6,10.4,4.0,6.4,0.0,7809,704,7105,9.0,0.35,0.37,0.38,387593288,1971954520,4396,42403,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
25.6,2026-05-17T15:55:39,0016c001f10c2ef6,5.8,1.7,4.1,0.0,7809,704,7105,9.0,0.35,0.37,0.38,387596394,1971966395,3106,11875,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
26.1,2026-05-17T15:55:39,0016c001f10c2ef6,8.0,2.9,5.1,0.0,7809,703,7106,9.0,0.35,0.37,0.38,387599580,1971978192,3186,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
26.5,2026-05-17T15:55:40,0016c001f10c2ef6,4.1,1.2,2.9,0.0,7809,703,7106,9.0,0.35,0.37,0.38,387602746,1971990145,3166,11953,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
26.9,2026-05-17T15:55:40,0016c001f10c2ef6,7.5,2.9,4.6,0.0,7809,703,7106,9.0,0.35,0.37,0.38,387605780,1972001942,3034,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
27.3,2026-05-17T15:55:40,0016c001f10c2ef6,6.4,1.2,5.3,0.0,7809,703,7106,9.0,0.35,0.37,0.38,387609743,1972044279,3963,42337,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
27.8,2026-05-17T15:55:41,0016c001f10c2ef6,6.9,2.9,4.0,0.0,7809,704,7105,9.0,0.35,0.37,0.38,387614141,1972087137,4398,42858,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
28.5,2026-05-17T15:55:42,0016c001f10c2ef6,6.7,2.5,4.3,0.0,7809,702,7107,9.0,0.32,0.36,0.38,387639933,1976832129,25792,4744992,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
28.9,2026-05-17T15:55:42,0016c001f10c2ef6,9.6,4.2,5.4,0.0,7809,702,7107,9.0,0.32,0.36,0.38,387644179,1976845739,4246,13610,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
29.3,2026-05-17T15:55:42,0016c001f10c2ef6,9.5,4.5,5.0,0.0,7809,702,7107,9.0,0.32,0.36,0.38,387648298,1976888076,4119,42337,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
29.7,2026-05-17T15:55:43,0016c001f10c2ef6,7.0,2.9,4.1,0.0,7809,701,7108,9.0,0.32,0.36,0.38,387651436,1976899873,3138,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
30.2,2026-05-17T15:55:43,0016c001f10c2ef6,6.8,3.4,3.4,0.0,7809,701,7108,9.0,0.32,0.36,0.38,387654574,1976911670,3138,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
30.7,2026-05-17T15:55:44,0016c001f10c2ef6,10.1,3.8,6.2,0.0,7809,701,7108,9.0,0.32,0.36,0.38,387657888,1976923619,3314,11949,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
31.2,2026-05-17T15:55:44,0016c001f10c2ef6,8.3,2.1,6.2,0.0,7809,701,7108,9.0,0.32,0.36,0.38,387662007,1976966022,4119,42403,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
31.6,2026-05-17T15:55:45,0016c001f10c2ef6,19.2,3.5,15.7,0.0,7809,704,7105,9.0,0.32,0.36,0.38,387665145,1976977819,3138,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
32.0,2026-05-17T15:55:45,0016c001f10c2ef6,20.7,2.4,18.3,0.0,7809,703,7106,9.0,0.32,0.36,0.38,387668281,1976991881,3136,14062,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
32.5,2026-05-17T15:55:46,0016c001f10c2ef6,18.8,1.7,17.1,0.0,7809,704,7105,9.0,0.32,0.36,0.38,387671571,1977003678,3290,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
32.9,2026-05-17T15:55:46,0016c001f10c2ef6,15.5,2.4,13.1,0.0,7809,704,7105,9.0,0.29,0.35,0.38,387674709,1977015475,3138,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
33.3,2026-05-17T15:55:46,0016c001f10c2ef6,5.3,2.4,2.9,0.0,7809,704,7105,9.0,0.29,0.35,0.38,387678728,1977057812,4019,42337,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
33.7,2026-05-17T15:55:48,0016c001f10c2ef6,7.7,3.6,4.2,0.0,7809,703,7106,9.0,0.29,0.35,0.38,387683698,1977073283,4970,15471,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
34.2,2026-05-17T15:55:48,0016c001f10c2ef6,7.1,3.5,3.5,0.0,7809,704,7105,9.0,0.29,0.35,0.38,387686888,1977085080,3190,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
34.6,2026-05-17T15:55:48,0016c001f10c2ef6,5.8,1.2,4.6,0.0,7809,704,7105,9.0,0.29,0.35,0.38,387690607,1977096877,3719,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
35.0,2026-05-17T15:55:49,0016c001f10c2ef6,5.3,1.8,3.5,0.0,7809,703,7106,9.0,0.29,0.35,0.38,387695629,1977112292,5022,15415,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
35.4,2026-05-17T15:55:49,0016c001f10c2ef6,7.6,3.5,4.1,0.0,7809,703,7106,9.0,0.29,0.35,0.38,387699592,1977154629,3963,42337,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
35.9,2026-05-17T15:55:50,0016c001f10c2ef6,7.0,2.9,4.1,0.0,7809,703,7106,9.0,0.29,0.35,0.38,387702782,1977166426,3190,11797,1.2,234.3,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
36.3,2026-05-17T15:55:50,0016c001f10c2ef6,5.9,1.8,4.1,0.0,7809,702,7107,9.0,0.29,0.35,0.38,387705972,1977178223,3190,11797,1.2,234.4,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
36.8,2026-05-17T15:55:51,0016c001f10c2ef6,10.7,3.6,7.1,0.0,7809,702,7107,9.0,0.29,0.35,0.38,387710994,1977193728,5022,15505,1.2,234.4,3.1,2.0,181,118,0,0,0,0,0,0.0,0,0,0,0,0,0
37.2,2026-05-17T15:55:51,0016c001f10c2ef6,6.1,2.2,3.9,0.0,7809,702,7107,9.0,0.29,0.35,0.38,387714593,1977205525,3599,11797,1.2,234.4,3.1,2.0,184,121,3,3,0,0,0,0.0,0,0,0,0,0,0
37.6,2026-05-17T15:55:52,0016c001f10c2ef6,8.9,3.6,5.3,0.0,7809,702,7107,9.0,0.29,0.35,0.38,387718255,1977247862,3662,42337,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
38.0,2026-05-17T15:55:52,0016c001f10c2ef6,6.9,1.7,5.1,0.0,7809,702,7107,9.0,0.27,0.35,0.37,387721597,1977259659,3342,11797,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
38.5,2026-05-17T15:55:52,0016c001f10c2ef6,6.8,2.3,4.5,0.0,7809,702,7107,9.0,0.27,0.35,0.37,387726611,1977275082,5014,15423,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
38.9,2026-05-17T15:55:53,0016c001f10c2ef6,7.3,1.1,5.6,0.6,7809,702,7107,9.0,0.27,0.35,0.37,387729749,1977286879,3138,11797,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
39.3,2026-05-17T15:55:53,0016c001f10c2ef6,5.7,2.3,3.4,0.0,7809,702,7107,9.0,0.27,0.35,0.37,387733972,1977329216,4223,42337,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
39.8,2026-05-17T15:55:54,0016c001f10c2ef6,7.3,3.4,3.9,0.0,7809,702,7107,9.0,0.27,0.35,0.37,387737162,1977341013,3190,11797,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
40.2,2026-05-17T15:55:54,0016c001f10c2ef6,5.8,2.3,3.5,0.0,7809,704,7105,9.0,0.27,0.35,0.37,387740200,1977352810,3038,11797,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
40.6,2026-05-17T15:55:55,0016c001f10c2ef6,5.3,2.4,2.9,0.0,7809,703,7106,9.0,0.27,0.35,0.37,387743338,1977364607,3138,11797,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
41.0,2026-05-17T15:55:55,0016c001f10c2ef6,5.3,2.4,2.9,0.0,7809,704,7105,9.0,0.27,0.35,0.37,387746476,1977376404,3138,11797,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
41.5,2026-05-17T15:55:55,0016c001f10c2ef6,8.7,3.5,5.2,0.0,7809,704,7105,9.0,0.27,0.35,0.37,387750819,1977418819,4343,42415,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
41.9,2026-05-17T15:55:56,0016c001f10c2ef6,11.2,4.3,7.0,0.0,7809,704,7105,9.0,0.27,0.35,0.37,387754061,1977431813,3242,12994,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
42.4,2026-05-17T15:55:56,0016c001f10c2ef6,6.2,1.1,5.1,0.0,7809,703,7106,9.0,0.27,0.35,0.37,387757251,1977443610,3190,11797,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
42.8,2026-05-17T15:55:57,0016c001f10c2ef6,8.2,1.2,7.0,0.0,7809,703,7106,9.0,0.25,0.34,0.37,387760335,1977457357,3084,13747,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
43.2,2026-05-17T15:55:57,0016c001f10c2ef6,18.7,1.8,17.0,0.0,7809,703,7106,9.0,0.25,0.34,0.37,387763421,1977469154,3086,11797,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
43.6,2026-05-17T15:55:58,0016c001f10c2ef6,22.1,3.1,17.8,1.2,7809,703,7106,9.0,0.25,0.34,0.37,387767488,1977511516,4067,42362,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
44.1,2026-05-17T15:55:58,0016c001f10c2ef6,18.2,1.2,17.0,0.0,7809,704,7105,9.0,0.25,0.34,0.37,387770626,1977523313,3138,11797,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
44.5,2026-05-17T15:55:58,0016c001f10c2ef6,12.5,2.3,10.2,0.0,7809,704,7105,9.0,0.25,0.34,0.37,387774241,1977535110,3615,11797,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
44.9,2026-05-17T15:55:59,0016c001f10c2ef6,5.9,2.4,3.5,0.0,7809,704,7105,9.0,0.25,0.34,0.37,387777279,1977546907,3038,11797,1.2,234.4,3.1,2.0,184,121,0,0,0,0,0,0.0,0,0,0,0,0,0
